tweet,label
"how annoying! I sometimes think depression waits until my guard is down like that. Bastard. I don't know how it works for you but i have to double all the things i know help (exercise, talking therapy etc) before it gets worse and convinces me not to do them.",1
"Someone told me that my depression and anxiety were a petty excuse for something, they told me that me being offended by people faking panic attacks is ridiculous and that I'm bitchy for talking about it. And apparently I'm in the wrong.",1
"Tbh i thought i couldn't be able to bear that depression and would definitely attempt something stupid , tried once or twice , just 16 days before and now im used to this anxiety",1
"And I posted this because I felt like I was losing everyone around me due to dissociating and extreme depression after a breakup, I was also failing all of my classes and had insomnia from anxiety.  pic.twitter.com/U6REBHufZX",1
The root cause is Mental health. I have a sick mind.  Depression is a the major issue.   So sad..............,1
"I was hoping that in the morning the stress would disappear, but it looks like it will be a long time. I don't wanna repeat that story when I went into depression for half a year(",1
"It's really depression, has always been unjust to me.",1
The weather today isn't doing much for my depression.,1
"Depression is an illness not a choice Selfharm is an illness not a choice Eating Disorders is an illness not a choice Think before u assume! Nobody understands my  depression, nobody.",1
when depression hits you in and everything is over.,1
It is the same for people with major depression. I had to jump through so many hoops to prove I had a disability that I nearly had a complete breakdown. For an illness that getting out of bed & showering is often impossible. I hope it kills me sooner.,1
"It's okay if you feel like this and think you can't do it  This is just life saying you need to take time and look after you рџ–¤ #depression and #anxiety is an on going battle and fight  some days you win and some days you lose , but i'll fight hard as long as possible.–¤ pic.twitter.com/9YgEjzbHXL",1
"here we go again, the depression's rocking up but I hope soon it will be okay.",1
what about you sponsor my life and I give you loads of depression in return please someone take it i dont want it,1
my battle with depression has been so up and down lately but i feel  better today than i have the last few days so that's a positive рџ�‹,1
#Cyberbullying sinking back into depression with facebook posts from a gang of friends from someone I loaned a huge amount of family money because they were in a desperate situation and had a guarantee of payment from sponsors,1
Nobody seems to talk to those who have mental illness that’s nobody talks to me. I know that my depression has deepened over the past 3 years.,1
my demon coming to drop off some depression at 3 am pic.twitter.com/MMrn1wsI2c,1
It's deadass to hide depression. Everything sucks. I am done now.,1
"I rly need help. Working nights fucks with depression, plus who i thought was my friend has just caused me so much stress. Have no reason to continue living.",1
My depression is back,1
"Depression is as real as any other illness, and is finally being acknowledged. Millions of people have it (myself included) and it is treatable. But most importantly-GODS GOT THIS!",1
Depends on the type of depression. I did all of those things that could have work but nothing worked for me.everyday fighting.,1
"I've lost so many friends to suicide since I left school, I've hit rock bottom and suffering from depression &  the suicidial thoughts haunt me.",1
I got a dog in hopes I wouldn't be so depressed all the time...it didn't work folks im back in it. We good though j hoping it's seasonal depression. That should be over and done with soon.,1
Depression.,1
Man c2e2 is next my cosplays are coming together I should be excited but this bitch ass depression won't let me,1
"One thing that i've always tried to hang to with my depression is that it WILL get better. I was diagnosed in 1995, and for every dark period i've had, the recovery has been brighter. But since 2016, my grip on that sliver of hope has got weaker and weaker. things are about to end for me soon.",1
feels like my life is stagnant and wallowing in depression.   pic.twitter.com/NmJraeK0ny,1
i am a psychopat. it's pritty hard as i suffer from depression to get really open.,1
depression is all I can feel and I have.,1
Damn. Depression just slapped me in the fucking face,1
m suffering from depression and anxiety. This is difficult to deal with.,1
people will never understand what it's really like to have depression. For me it’s a terrible experience.,1
I  have real depression.,1
depression setting in again tonight :( I do so bad when im alone,1
When you start going to the gym cause you hate just being home all the time. And hope that it helps with your depression as well as helping you sleep cause your insomnia is keeping you up at night...welcome to my life. Here's to hoping I get some sleep before I have to be at work,1
It's depression hours bro,1
Maybe if I fall in love with my depression it will leave me too.,1
You clearly understand nothing about depression if you are peddling such nonsense. So you will never be able to understand my condition.,1
"im so done with people, have depression. This life is getting difficult.",1
"Having anxiety and depression is like being scared and tired at the same time. It's the fear of failure, but no urge to be productive. It's wanting to be alone, but not wanting to be lonely. It's feeling everything at once then feeling paralyzingly numb. I hate feeling this way.",1
addressing Anxiety & Depression  pic.twitter.com/GZeBNvJaHu,1
"Because i am going through an existential crisis from some time, might descents into depression or madness https://sgcafe.com/2019/03/hajime-no-ippo-mangaka-says-manga-halfway/В вЂ¦",1
"If you've suffered from depression for an extensive period of your life, I think it's hard to imagine life without it. Sometimes, I get so low that I don't know if I'll be able to pick myself back up and it's just seems like I can never be 100%, so thinking of quitting this life, then will sleep in peace forever.",1
I am experiencing depressionрџ�ўрџ�©but no one knowsрџ’”,1
"Living in depression, yours always.",1
"Depression, Anxiety, And Bills Entering My Life, m fucked up https://twitter.com/hennynottoday/status/1104528774933172229В вЂ¦",1
Depression is great....it never leaves.,1
"Can I go back to the time where stress, anxiety, depression and loneliness doesn't exist. I don’t want to suffer.",1
"So sad,  losing my youth, depression is real and causing mental disorders, I guess soon I will be gone too. #MentalHealthBillKE",1
Isolation and discrimination in my workplace is giving me depression and very negative effect on my mental health,1
anybody: *thinks i'm lazy* but I lack motivation because of  depression.,1
"It's about 1 am and I'm listening to the voices of crippling depression in my head, they always stay.",1
"finding solace in  alcohol, opening up and talking to someone about this suffering and depression is difficult, m  going through tough time.",1
"If i'm going to be real honest for a moment, i've thought about quitting everything to do with streaming. No, it's not that I don't love it or love being able to interact with all of my lovely friends and 'fans'. It's because i'm so deep in a depression and  it's hard to overcome",1
"I picked myself up out of my depression and I feel a little better . Hope, Going to keep this going   pic.twitter.com/ZfwglBPWgG",1
Depression is real. M dealing with it. рџ�“ #MentalHealthBillKE,1
I liked it better when I was young and my depression manifested in my being always able to drop like a rock when my head hit the pillow,1
"Chronic depression, GAD, PTSD, Complicated grief, dissociative episodes, etc. this is what I have to suffer with.",1
"i, depression, together forever",1
my anxiety and depression comes back like a broken dam...,1
So many reasons... In one word we can call it DEPRESSION,1
Sometimes I'm like ya I should vent about my anxieties and my depression and then I'm like ? Nobody really  cares.,1
depression is getting real as fckkkkkk,1
I've been working on myself on how to have a positive outlook in my life despite the existential crisis and depression ive been going through but I'm looking forward to my positive outcomes,1
Full of shallow depression,1
"Going thru the post vacay depression hard af, i don't want to resume normal life рџ�«",1
"Depression, frustration",1
Depression sucks.,1
"вЂњI didn't want to wake up. I was having a much better time asleep. And that's really sad."" #depression",1
"Okay so like maybe I have insomnia. But what I'm trying to figure out is, is it a side effect of my depression? Or is my depression a side effect of it? The world may never know.",1
I was struggling through the worst depression and anxiety I've ever had. I'd self-harmed the day before we left for this tournament but I am recovering now.  pic.twitter.com/oqx7gVOAi0,1
depression is a bitch I deadass can't stop crying,1
I hate seasonal depression. My winter depression us ending and my spring depression have starting. That's what seasonal depression means right?,1
Spring has so much deep rooted sadness. It's more than unlikely spring induced seasonal depression. This is a war zone.,1
can you deal with me when my anxiety kicks in and my depression takes over? рџ�”,1
Dealing with depression & cancer.,1
"Been doing this escape room for 3 years now, it's called depression   Any clues? I haven't gotten out yet",1
Depression hours setting in bad.,1
No wonder my 5 hour depression nap hit different today,1
"Mirena(IUD)- the first year I had really bad mood swings. Depression. Made my cramps worse and cycles longer. Didn't gain any weight, but I hear a lot of people do. Also I'm not pregnant so that’s an serious issue.",1
My anxiety and depression working together  https://twitter.com/bieachads/status/1105159110260011008В вЂ¦,1
Depression is real. That shit hurts real bad.,1
"рџ‘†рџЏ»The success of my insanity. I love/hate being crazy. Like, having vivid hallucinations is pretty bad ass, but it's also terrifying in and of itself, and the fucking worst to ever have to describe to someone. Also, fuck major depression and PTSD.  pic.twitter.com/PbCXNoftM7",1
"that's right depression, fuk u for making me suffer on daily basis.",1
having dealt with depression & suicidal thoughts a few years back. They are following me again now.,1
"I used to have a job... You know a regular job in an office, but after 10 years there I lost my motivation, I got depressed and spent the last three months fighting against myself, trying to pick up motivation and feel positive again... Depression can attack in many ways... 1",1
"depression intensifies everyday, need real help.",1
I would look at the worst case scenario and put myself momentarily in it. There is a cloud of depression that sometimes rears its ugly head.,1
My depression is back  pic.twitter.com/W3CSxVc5Or,1
suddenly my depression is at its peak,1
"The question isn't who's going to let me , it's who is going to stop me - Ayn Rand. loved that quote , now it seems my own body/mind is stopping me. The only thing I could count on...another spine surgery coming up. been a rough one , past and present. drowning in depression. #MARSOC #PTSD #depression",1
"This head that I hold, oh, it's so tired...  @ElectricGuest #MentalHealth #Depression #LowMood #Lyrics",1
and this depression sucks and I really hate it and I just feel helpless,1
"I  grew tired, just sadness and the depression.",1
"My mental illness(es) all feel invalid because I'm incapable of seeking professional help to verify them. Even if I can get help I'm afraid of what else I'll find. I вЂњknowвЂќ I have depression and anxiety, but I'm worried about more than that",1
"i believe that mental health shouldn't be bragged about, laughed at, or ignored. everyone, somehow, and unexpectedly has suffered from mental health without them knowing. i was the second in my family to be clinically diagnosed with depression and anxiety.",1
If depression caused an artistic mind I'd be Van Gogh.,1
the perfect mental illness balance: my depression wants me to cry in public but my anxiety won't let me,1
my insomnia always reminds me when my depression is back back,1
"my anxiety, body dysmorphia and depression coming to fuck me up again.",1
I know I pretend everything is okay and stuff but I just try to be positive online and make others happy and encourage them and spread love even though I'm currently dealing with over a decade of crippling depression and I could self destruct at any given moment  pic.twitter.com/5v3U5rOB0d,1
"All of this makes me extremely sad, battling depression.",1
"I've suffered with depression, GAD and BPD since 1994 i'm now 38 and still fighting it! Been a very turbulent life! @MindCharity",1
"People w/ depression feel & take in everything around. I often cope by becoming numb & isolating myself from all feelings, even good ones. I push people away to save them from the wounds I inflict, when in reality we need to heal through each other.",1
"Sadness is the one cause of depression..its painful, I'm tired.  pic.twitter.com/awXU8NEI5x",1
"@rDepressedQuote  I had to laugh when my notifications said that Depression had followed me. Hell, it's been following me for years. рџ�„рџ�„рџ�„",1
Depression really sucks and it's eating me alive.,1
"Yeah I can write, yeah I can think, yeah I can act. But you know what I'm best at? Depression рџҐґ",1
Do you ever just wake up and cry?  Why are we even alive?  This hurts so bad.  #depression #depressedzimbo pic.twitter.com/Q93XWvkIVG,1
Depression is a sickness not a sign of weakness. I am sick not weak. #SickNotWeak https://twitter.com/Wariman_/status/1105323342460903431В вЂ¦,1
"I don't really drink coz it messes with my meds. I have anxiety, depression, Tourette's, emotional unstable personality disorder, ocd and sensory processing dissorder.",1
"(4/4) their lives every day. Bcuz me, I sleep until well after noon every day, I'm lucky if I get in the shower once a week,do my laundry once a month, or even wash my dishes once a week & leaving my house is a huge feat for me. This is depression, and this is my nightmare.",1
"Manic behaviour, depression and social anxiety, please leave me.",1
I ended up with serious depression and had to drop out of the semester :-(  https://twitter.com/clrdubin/status/1101972672076931072В вЂ¦,1
depression is like losing something and not knowing when or where you last had it. then one day you realize what you lost is yourself. I have lost myself.,1
I need a fucking journal or something so I can spew all my stupid and depressing thoughts into it without feeling like I'm begging for attention or pity. Cuz my depression is hitting HARD right now and I don't want to feel like a fucking burden.,1
depression,1
i know my depression is getting bad,1
Is there a pause button on this crazy train ride of life?! I need some sleep and just one day pain free.....I'm not greedy! #unwillingadult #CRPS #anxiety #depression #hypermobility #invisibleillness #IGotThis #spoonielife #pushedmyluck,1
Teach me how to handle depression. #TuesdayMotivation,1
"depression is a lying asshole that uses my own voice to lie to me (had it since I was little, I know how bad it gets).",1
"I HATE EVERYTHING just leave me alone I DIDN'T ASK TO BE FUCKING BORN AND CERTAINLY NOT WITH THIS ABSOLUTE SHOE OF A BRAIN nobody talk to me, depression hurts.",1
Depression,1
I'm going to be held back from graduating hs next year . i had everything in order to pass and bc a junior half way through the semester but my depression and truama srtuff has it so bad every spring i can't leave the house without freaking out,1
"so i talked about depression since that's the topic that goes in my mind. i talked for about 2 minutes, and i feel like crying the shit out of my eyeballs.",1
Sounds like depression,1
*anxiety & depression are  getting slightly worse,1
Depression вЃ¦@KeatonGilbertвЃ© pic.twitter.com/jnoZ4Rw5g7,1
I've been struggling a lot and I'm wondering could this be depression.,1
"This place, all breeds depression. Please bring me back to life",1
I just love makeup so much. It relaxes me & makes me feel so at peace. But when my depression & anxiety sets in I literally lose all motivation for everything. All my hopes & dreams seem immensely far away & I literally want nothing more than to lay on the couch with my cat.,1
Literally nobody is there because I hAVe DePResSIon,1
"I know right now I'm not too consistent but it's tough when you're battling yourself over your own demons, insecurities, depression and what have you. But one day at a time! рџ¤ћрџЏ» рџ’џ",1
"Anyway, tweet barrage over. Going to try to sleep before the big scary Depression Monster crawls in to chew on me some more like an old ham bone.  Good night. рџ–¤",1
"i can feel my depression creeping up on me and im really not in the mood to be upset, sick.",1
#Depression: Getting through the day after a painful night  http://bit.ly/2B7D1ySВ  #FightDepression,1
"My brain is riddled with anxiety and depression, who knows what level of fucked up I would be afterwards.",1
depression hours  pic.twitter.com/0rbgW5MTZm,1
"Smells like depression to me, m lost.",1
"I wish I was dating someone who understands my PTSD, Panic Attacks, Depression, BPD etc. but I'm not. I'm literally dating someone who yells at me, kicks me, hits me, & throws things at me while I'm in the middle of an attack",1
I suffer from anxiety and depression since I was 17 yet I don't let my anxiety and depression get me down also I ain't the skinniest woman,1
"I have  PTSD. Depression. And of course, this busted back they can't seem to help at all. Hang in there.",1
My depression racing back into my brain just when I think I'm getting a break from it  pic.twitter.com/c7DpkpH61g,1
barely even any tits so basically it's just me and anxiety (seasonal depression) <3  I actually don't let anxiety define me I'm it's boss and she's cool when I'm able to control her bc it just means she cares a lot maybe too much but рџ¤·рџЏјвЂЌв™ЂпёЏ  https://twitter.com/animatedtext/status/1101359158274609152В вЂ¦,1
I have both fibromyalgia and seronegative arthritis uncontrollable hypothyroidism severe iron anemia which never seems to go no matter how long how much iron I take.anxiety disorder depression. I get so worn out getting in the bath 2 shower it exsaust me I hate feeling this way,1
Hello demons welcome back #sleeplessnights #depression #prozac,1
"Me: Ewww, you Really need to go Away.   Depression: No U",1
And hour ago I woke up from a surprise 6 hour depression nap thinking it was 2 am Saturday but really it's 2 am Tuesday and I have school on a couple hours,1
I just don't know if I lost my passion for music or if depression took my energy from it. I hate being in a confusing place with my feelings. It sucks.,1
"I suffer from manic depression anxiety OCD PTSD and man it's a looong list. But on the outside you see my smile. I joke, I laugh and charm. Because I don't want people to feel what I feel. Unhappy. Lonely. So I try to bring more laughter into the world regardless how I feel.",1
Fuck that too can you not trigger my anxiety attacks & force me into depression..  https://twitter.com/colormecynn/status/1104711593848422400В вЂ¦,1
"Goals I've been setting for myself, but overall I' hope i will start to feel like a real person again. I lost a lot of years to depression and anxiety and it's probably ruined a lot of potentially good things in my life, but I'm really looking forward to the next year",1
"I feel like for the several years or so I've just been jumping between things I hyperfocus on to help force myself out of my depression, and it works temporarily, but once in inevitably ends, I'm left feeling even lower cause I didn't actually address the roots of anything but",1
"more like depression time, fck.",1
"why do i even listen to music, i have severe depression, none of this helps, it just makes me feel alone",1
"#gardening, #nature, #outdoors  - such good  therapy for my depression. We have a beautiful natural world.  https://twitter.com/silverpebble/status/1105114699048329216В вЂ¦",1
Bro ugh depression & anxiety are like.... shitty. Like all my basic human needs are met but im still miserable & im not about it for,1
I know recovery takes time and I KNOW I'm getting better but Depression still has me in a stranglehold.,1
I have anxiety and depression.,1
"I do the same thing,people suck,I have insecurity issues&been diagnosed with axintey and depression,people shouldn't judge other people but it happens",1
fighting the depression.,1
"This is my last wave of depression , and heartbreak .. I'll try NEVER to fall this deep again",1
I am gone back into a black depression,1
"depression is no joke, I am the sufferer",1
I wish all this hurt and depression could just go away рџ�Є . God i need you рџ™ЏрџЏѕрџ’”,1
I'm honestly so excited for it to be warm and light out again bc having seasonal depression on top of my chronic depression is ROUGH bro,1
Depression рџ¤”,1
Thags my Depression watching me and is about to attack,1
Thank you for being so loyal with me @ depression вќ¤рџЊљ,1
Me fighting my depression with healthier coping mechanisms and resilience built through years of trauma  pic.twitter.com/21DdHqVSbW,1
BC DEPRESSION IS REAL,1
just suffering from depression.,1
"I need a good link cause school, work, & depression has been kicking my ass lately  https://twitter.com/veeelectra/status/1104210047318609921В вЂ¦",1
My depression paying me an unexpected visit  pic.twitter.com/0EgdVfjC5o,1
"I'm not the elite. I'm a single mother, on welfare. I've been struggling with severe depression and anxiety for the past year, which has greatly impacted my ability to find employment. I struggle every month!! But keep acting like you know me.",1
"depression really got me chillin, I hate this.  pic.twitter.com/kzIOpIVsUp",1
Been struggling a lot: suffering depression,1
"I'm just so tired of having shit wrong with me, man. If it's not anxiety, it's my skin, if not that then it's migraines, if not that, it's my depression and bipolar, if not that then it's my feet. Fuck, dude. Can I get a do over on life?",1
DepressionгЃ™гЃ”гЃ„,1
"depression is affecting my life, when it will be over",1
"I'm stressed severely at the moment, but I'm trying my best to deal with it somewhow.",1
"Hope there left some life after depression and anxiety , m tired.",1
"That I'm wrong for being hurt when there are others who have experienced worse. That I'm making the PTSD depression and anxiety all up in my head cause it wasnt that serious. I'm trying my hardest, but nights like these even as I heal, I end up stuck with it playing over and over",1
"Џ Accelerates existential fatigue, frequent migraine and depression. Done with this life.",1
Just my depression getting me down…over and over again.,1
Kendrick saved me from suicide X saved me from depression but depression has started to dominate my life again. https://twitter.com/dkhavc/status/1105363655909093376В вЂ¦,1
wonder if anything can cure my depression рџ™ѓ,1
"Sorry to say. I'm going to be homeless again, hope each an everyone in @MRKNCIan Makes it, great team. Depression is ruining me an alot of things going on.",1
I shouldnt have watched this moment right now when I am already in depression. It sucks.,1
why is my depression back  pic.twitter.com/2E0Msg8swg,1
But the most disgusting a prsn could ever do/think they made fun my depression! They made fun of me bcoz I have only 1 frnd. They made fun bcoz I'm quiet prson  I feel like broken into million pieces. Life is not the same for every1. Circumstances affects dffrnt ppl differently,1
Inhuman behaviour …because I am a depression patient...,1
"Depression, anxiety, anger all within a week or so is literally taking a toll on me... I am so over everyone and everything! вњЊрџЏЅ deleting (not deactivating) social media apps... I'm done... don't come to me anymore. вњЊрџЏЅвњЊрџЏЅ",1
depression,1
"#Depression and #anxiety are very real, they  are ruining my life.",1
not gonna lie to y'all depression really beatin my ass lately,1
"me, my depression and anxiety damn, m dead",1
"Just depression is permanent, never leaves.",1
for being a crybaby. turns out I have bipolar depression рџ¤·рџЏ»вЂЌв™ЂпёЏ  https://twitter.com/deevaladeeva/status/1104379088461070336В вЂ¦,1
I need drug to handle my depressionрџ�ў,1
Oh yes I can literally feel the depression slowly seeping back into my brain рџ™‚,1
"losing myself,  the pain is  getting too unbearable, I don’t know how to get up again, my depression is worst, don’t feel like living anymore.",1
"I fucking relate to the song ""Therapy"" by All Time Low!  It's amazing how the song addresses the topics of depression, anxiety, regrets and the existential need to be better as a person.  I relate to this due to my current mental state and the desire to leave sad mental state.",1
depression is hitting real hard now,1
I've come to the conclusion that this depression comes from me actively working towards my anxious state of mind every day,1
depression sucks...,1
Depression,1
"I have depression, life seems tough but im still trying.",1
loosing everything & depression is giving  so much hard time.,1
"Depression, the monster is  in my flesh, i feel trapped.",1
lost in a deep depression,1
"It's 3AM, which means I've been awake for close to 40 hours now. Thanks, depression! Just kidding, fuck you!",1
"m going through a rough time, depression sucks.",1
this time last year I tried committing suicide which is the worst mistake I've ever done & to put my fam thru a hard time sucked. Still battling with little depression.,1
feeling bad about myself  low self esteem   Thanks depression,1
The state where you feel emotional and start crying for no solid reason just because you think too much about everything happening around you! Going through that phase for long  #mindful #StateOfMind #depression,1
It's always easier for someone who doesn't have anxiety or depression or any mental illness to say that вЂњit gets better. Nobody understands with what I am going through. Lonely.,1
yall wanna find this so relatable but this was literally an everyday battle for me. Depression isn't an im sad its legit a serious mental illness. I broke my many hearts when i told them I legit neglected maintenance on my car as a way for me to make sure id go out.  https://twitter.com/itsjordanalexis/status/1104584886659309568В вЂ¦,1
Depression.,1
On my depression shit tonight.,1
"Uuugh... Fuck depression! I am tired of this, it is ruining my life.",1
Depression hits me every time. going through my depression problem.,1
"Omg! 17 year old me and 25 my still husband, today I have 31...a lot of emotional damage and psicologic abuse, control, and #IAmNotOk  I am fighting against the #TLP anxiety and depression episodes...excuse my English I'm learning :(",1
"I was super determinate and active 3 ~4 years ago I used to weight 10kg less than what I am rn and even had abs but then lost motivation with everything : school, depression and breaking up with the guy,I am loosing myself.",1
Large Crisis last night. Saved by dear friends. So very grateful xx #mentalhealth #depression #battling,1
"Depression is  Truly horrible state of mind to be in, lost, tired, life sucks.",1
"This is something VERY personal for me but I want to share. I've started going to therapy to cope with the anxiety and depression I've had lately. Little part of this is still there, some days I can't avoid it at all but some days are beautiful..",1
My depression tells me the people closest to me don't want to see me. I think I should stop living .,1
Seasonal depression is getting real with each day . I  Feel very low.,1
"Sorry dear, you are not the only one who is depressed I am too, and to cap it all up nobody seems to notice and when I tell someone or a friend that I am they think it's a joke. I just hope the depression doesn't take over рџ�”",1
That depression insomnia is hitting meb hard.,1
depression рџ�њ,1
lifetime depression. Its hurting me.  https://twitter.com/sosadtoday/status/1101373310158266369В вЂ¦,1
#2 today has been complete shit and my anxiety/ depression has been fucking with me all day and now i gotta deal w some dumb shit? why can't people just leave things alone. why does everyone have to be confrontational including me? literally fuck all this shit man. i'm so done..,1
"since I graduated I don't know what day it is anymore so I had no idea it was spring break until right now, I see every one doing stuff for spring break and I'm stuck in my bed with crippling panic attacks, anxiety, and depression.",1
"It's called depression, and its making me weak.",1
Saw my Doctor today. Trying a new medication. Possible that I may not have Bipolar II and have Severe Depression instead. Start the new medication tomorrow and we will see what the affects are. I'm nervous .,1
There's this thing called depression. it is ruining my life. I am just done. https://twitter.com/_mwes/status/1105346702968541184В вЂ¦,1
"a depression today, a depression tomorrow, this depression always. I hate this life.",1
